protein_id,accession,host_type,product,length
YBZ07543.1,PV389039.1,plant,RNA-dependent RNA polymerase,1615
YBZ07544.1,PV389039.1,plant,small replicase subunit,1116
YBZ07545.1,PV389039.1,plant,movement protein,266
YBZ07546.1,PV389039.1,plant,coat protein,159
YBZ07539.1,PV389038.1,plant,RNA-dependent RNA polymerase,1615
YBZ07540.1,PV389038.1,plant,small replicase subunit,1116
YBZ07541.1,PV389038.1,plant,movement protein,266
YBZ07542.1,PV389038.1,plant,coat protein,159
YBZ07535.1,PV389037.1,plant,RNA-dependent RNA polymerase,1615
YBZ07536.1,PV389037.1,plant,small replicase subunit,1116
YBZ07537.1,PV389037.1,plant,movement protein,266
YBZ07538.1,PV389037.1,plant,coat protein,159
YBZ07531.1,PV389036.1,plant,RNA-dependent RNA polymerase,1615
YBZ07532.1,PV389036.1,plant,small replicase subunit,1116
YBZ07533.1,PV389036.1,plant,movement protein,266
YBZ07534.1,PV389036.1,plant,coat protein,159
YBZ07527.1,PV389035.1,plant,RNA-dependent RNA polymerase,1615
YBZ07528.1,PV389035.1,plant,small replicase subunit,1116
YBZ07529.1,PV389035.1,plant,movement protein,266
YBZ07530.1,PV389035.1,plant,coat protein,159
YBZ07523.1,PV389034.1,plant,RNA-dependent RNA polymerase,1615
YBZ07524.1,PV389034.1,plant,small replicase subunit,1116
YBZ07525.1,PV389034.1,plant,movement protein,266
YBZ07526.1,PV389034.1,plant,coat protein,159
YBZ07519.1,PV389033.1,plant,RNA-dependent RNA polymerase,1615
YBZ07520.1,PV389033.1,plant,small replicase subunit,1116
YBZ07521.1,PV389033.1,plant,movement protein,266
YBZ07522.1,PV389033.1,plant,coat protein,159
YBZ07515.1,PV389032.1,plant,RNA-dependent RNA polymerase,1615
YBZ07516.1,PV389032.1,plant,small replicase subunit,1116
YBZ07517.1,PV389032.1,plant,movement protein,266
YBZ07518.1,PV389032.1,plant,coat protein,159
YBZ07511.1,PV389031.1,plant,RNA-dependent RNA polymerase,1615
YBZ07512.1,PV389031.1,plant,small replicase subunit,1116
YBZ07513.1,PV389031.1,plant,movement protein,266
YBZ07514.1,PV389031.1,plant,coat protein,159
YBZ07507.1,PV389030.1,plant,RNA-dependent RNA polymerase,1615
YBZ07508.1,PV389030.1,plant,small replicase subunit,1116
YBZ07509.1,PV389030.1,plant,movement protein,266
YBZ07510.1,PV389030.1,plant,coat protein,159
YBZ07503.1,PV389029.1,plant,RNA-dependent RNA polymerase,1615
YBZ07504.1,PV389029.1,plant,small replicase subunit,1116
YBZ07505.1,PV389029.1,plant,movement protein,266
YBZ07506.1,PV389029.1,plant,coat protein,159
YBZ07499.1,PV389028.1,plant,RNA-dependent RNA polymerase,1615
YBZ07500.1,PV389028.1,plant,small replicase subunit,1116
YBZ07501.1,PV389028.1,plant,movement protein,266
YBZ07502.1,PV389028.1,plant,coat protein,159
YBZ07495.1,PV389027.1,plant,RNA-dependent RNA polymerase,1615
YBZ07496.1,PV389027.1,plant,small replicase subunit,1116
YBZ07497.1,PV389027.1,plant,movement protein,266
YBZ07498.1,PV389027.1,plant,coat protein,159
YBZ07491.1,PV389026.1,plant,RNA-dependent RNA polymerase,1615
YBZ07492.1,PV389026.1,plant,small replicase subunit,1116
YBZ07493.1,PV389026.1,plant,movement protein,266
YBZ07494.1,PV389026.1,plant,coat protein,159
YBZ07487.1,PV389025.1,plant,RNA-dependent RNA polymerase,1615
YBZ07488.1,PV389025.1,plant,small replicase subunit,1116
YBZ07489.1,PV389025.1,plant,movement protein,266
YBZ07490.1,PV389025.1,plant,coat protein,159
YBZ07483.1,PV389024.1,plant,RNA-dependent RNA polymerase,1615
YBZ07484.1,PV389024.1,plant,small replicase subunit,1116
YBZ07485.1,PV389024.1,plant,movement protein,266
YBZ07486.1,PV389024.1,plant,coat protein,159
YBZ07479.1,PV389023.1,plant,RNA-dependent RNA polymerase,1615
YBZ07480.1,PV389023.1,plant,small replicase subunit,1116
YBZ07481.1,PV389023.1,plant,movement protein,266
YBZ07482.1,PV389023.1,plant,coat protein,159
YBZ07475.1,PV389022.1,plant,RNA-dependent RNA polymerase,1615
YBZ07476.1,PV389022.1,plant,small replicase subunit,1116
YBZ07477.1,PV389022.1,plant,movement protein,266
YBZ07478.1,PV389022.1,plant,coat protein,159
YBZ07471.1,PV389021.1,plant,RNA-dependent RNA polymerase,1615
YBZ07472.1,PV389021.1,plant,small replicase subunit,1116
YBZ07473.1,PV389021.1,plant,movement protein,266
YBZ07474.1,PV389021.1,plant,coat protein,159
YBZ07467.1,PV389020.1,plant,RNA-dependent RNA polymerase,1615
YBZ07468.1,PV389020.1,plant,small replicase subunit,1116
YBZ07469.1,PV389020.1,plant,movement protein,266
YBZ07470.1,PV389020.1,plant,coat protein,159
YBZ07463.1,PV389019.1,plant,RNA-dependent RNA polymerase,1615
YBZ07464.1,PV389019.1,plant,small replicase subunit,1116
YBZ07465.1,PV389019.1,plant,movement protein,266
YBZ07466.1,PV389019.1,plant,coat protein,159
YBZ07459.1,PV389018.1,plant,RNA-dependent RNA polymerase,1615
YBZ07460.1,PV389018.1,plant,small replicase subunit,1116
YBZ07461.1,PV389018.1,plant,movement protein,266
YBZ07462.1,PV389018.1,plant,coat protein,159
YBZ07455.1,PV389017.1,plant,RNA-dependent RNA polymerase,1615
YBZ07456.1,PV389017.1,plant,small replicase subunit,1116
YBZ07457.1,PV389017.1,plant,movement protein,266
YBZ07458.1,PV389017.1,plant,coat protein,159
YBZ07451.1,PV389016.1,plant,RNA-dependent RNA polymerase,1615
YBZ07452.1,PV389016.1,plant,small replicase subunit,1116
YBZ07453.1,PV389016.1,plant,movement protein,266
YBZ07454.1,PV389016.1,plant,coat protein,159
YBZ07447.1,PV389015.1,plant,RNA-dependent RNA polymerase,1615
YBZ07448.1,PV389015.1,plant,small replicase subunit,1116
YBZ07449.1,PV389015.1,plant,movement protein,266
YBZ07450.1,PV389015.1,plant,coat protein,159
YBZ07443.1,PV389014.1,plant,RNA-dependent RNA polymerase,1615
YBZ07444.1,PV389014.1,plant,small replicase subunit,1116
YBZ07445.1,PV389014.1,plant,movement protein,266
YBZ07446.1,PV389014.1,plant,coat protein,159
YBZ07439.1,PV389013.1,plant,RNA-dependent RNA polymerase,1615
YBZ07440.1,PV389013.1,plant,small replicase subunit,1116
YBZ07441.1,PV389013.1,plant,movement protein,266
YBZ07442.1,PV389013.1,plant,coat protein,159
YBZ07435.1,PV389012.1,plant,RNA-dependent RNA polymerase,1615
YBZ07436.1,PV389012.1,plant,small replicase subunit,1116
YBZ07437.1,PV389012.1,plant,movement protein,266
YBZ07438.1,PV389012.1,plant,coat protein,159
YBZ07431.1,PV389011.1,plant,RNA-dependent RNA polymerase,1615
YBZ07432.1,PV389011.1,plant,small replicase subunit,1116
YBZ07433.1,PV389011.1,plant,movement protein,266
YBZ07434.1,PV389011.1,plant,coat protein,159
YBZ07427.1,PV389010.1,plant,RNA-dependent RNA polymerase,1615
YBZ07428.1,PV389010.1,plant,small replicase subunit,1116
YBZ07429.1,PV389010.1,plant,movement protein,266
YBZ07430.1,PV389010.1,plant,coat protein,159
YBZ07423.1,PV389009.1,plant,RNA-dependent RNA polymerase,1615
YBZ07424.1,PV389009.1,plant,small replicase subunit,1116
YBZ07425.1,PV389009.1,plant,movement protein,266
YBZ07426.1,PV389009.1,plant,coat protein,159
YBZ07419.1,PV389008.1,plant,RNA-dependent RNA polymerase,1615
YBZ07420.1,PV389008.1,plant,small replicase subunit,1116
YBZ07421.1,PV389008.1,plant,movement protein,266
YBZ07422.1,PV389008.1,plant,coat protein,159
YBZ07415.1,PV389007.1,plant,RNA-dependent RNA polymerase,1615
YBZ07416.1,PV389007.1,plant,small replicase subunit,1116
YBZ07417.1,PV389007.1,plant,movement protein,266
YBZ07418.1,PV389007.1,plant,coat protein,159
YBZ07411.1,PV389006.1,plant,RNA-dependent RNA polymerase,1615
YBZ07412.1,PV389006.1,plant,small replicase subunit,1116
YBZ07413.1,PV389006.1,plant,movement protein,266
YBZ07414.1,PV389006.1,plant,coat protein,159
YBZ07407.1,PV389005.1,plant,RNA-dependent RNA polymerase,1615
YBZ07408.1,PV389005.1,plant,small replicase subunit,1116
YBZ07409.1,PV389005.1,plant,movement protein,266
YBZ07410.1,PV389005.1,plant,coat protein,159
YBX76724.1,PQ554520.1,plant,pre coat protein,116
YBX76723.1,PQ554520.1,plant,coat protein,258
YBX76730.1,PQ554520.1,plant,C5,67
YBX76728.1,PQ554520.1,plant,Ren,134
YBX76727.1,PQ554520.1,plant,TrAP,135
YBX76726.1,PQ554520.1,plant,Rep,357
YBX76729.1,PQ554520.1,plant,C4,97
YBX76725.1,PQ554520.1,plant,V3,77
YBX76715.1,PQ554519.1,plant,pre coat protein,116
YBX76714.1,PQ554519.1,plant,coat protein,258
YBX76721.1,PQ554519.1,plant,C5,67
YBX76719.1,PQ554519.1,plant,Ren,134
YBX76718.1,PQ554519.1,plant,TrAP,135
YBX76717.1,PQ554519.1,plant,Rep,357
YBX76720.1,PQ554519.1,plant,C4,97
YBX76716.1,PQ554519.1,plant,V3,77
YBX76706.1,PQ554518.1,plant,pre coat protein,116
YBX76705.1,PQ554518.1,plant,coat protein,258
YBX76712.1,PQ554518.1,plant,C5,67
YBX76710.1,PQ554518.1,plant,Ren,134
YBX76709.1,PQ554518.1,plant,TrAP,135
YBX76708.1,PQ554518.1,plant,Rep,357
YBX76711.1,PQ554518.1,plant,C4,97
YBX76707.1,PQ554518.1,plant,V3,77
XXN61705.1,PQ628197.1,plant,RNA dependent RNA polymerase,1615
XXN61704.1,PQ628197.1,plant,small replicase subunit,1116
XXN61706.1,PQ628197.1,plant,movement protein,266
XXN61703.1,PQ628197.1,plant,coat protein,159
XHY55318.1,PQ424984.1,plant,movement protein,102
XHY55319.1,PQ424984.1,plant,coat protein,248
XHY55320.1,PQ424984.1,plant,replication-associated protein,387
XHY55321.1,PQ424984.1,plant,repA protein,314
XWK92087.1,PQ279516.1,plant,putative protein and gene silencing suppressor,157
XWK92088.1,PQ279516.1,plant,polyprotein P2ab,998
XWK92089.1,PQ279516.1,plant,polyprotein P2a,605
XWK92090.1,PQ279516.1,plant,coat protein,239
XWK92083.1,PQ279515.1,plant,putative protein and gene silencing suppressor,157
XWK92084.1,PQ279515.1,plant,polyprotein P2ab,999
XWK92085.1,PQ279515.1,plant,polyprotein P2a,605
XWK92086.1,PQ279515.1,plant,coat protein,240
YAJ20055.1,PX375450.1,plant,V2 protein,116
YAJ20056.1,PX375450.1,plant,coat protein,258
YAJ20059.1,PX375450.1,plant,replication enhancer protein,134
YAJ20057.1,PX375450.1,plant,transcriptional activator protein,135
YAJ20060.1,PX375450.1,plant,replication protein,359
YAJ20058.1,PX375450.1,plant,C4 protein,100
YAI77355.1,PX317654.1,plant,RNA-dependent RNA polymerase,1641
YAI77356.1,PX317654.1,plant,8 kDa protein,72
YAI77357.1,PX317654.1,plant,26 kDa protein,233
YAI77358.1,PX317654.1,plant,12 kDa protein,111
YAI77359.1,PX317654.1,plant,8 kDa protein,69
YAI77360.1,PX317654.1,plant,coat protein,249
YAI77349.1,PX317653.1,plant,P0 protein,247
YAI77353.1,PX317653.1,plant,RNA-dependent RNA polymerase,1062
YAI77350.1,PX317653.1,plant,P1 protein,639
YAI77354.1,PX317653.1,plant,CP read-through protein,717
YAI77351.1,PX317653.1,plant,coat protein,208
YAI77352.1,PX317653.1,plant,putative genome-linked protein,156
YAI77343.1,PX317652.1,plant,RNA-dependent RNA polymerase,1964
YAI77344.1,PX317652.1,plant,triple gene block protein 1,229
YAI77345.1,PX317652.1,plant,triple gene block protein 2,109
YAI77346.1,PX317652.1,plant,triple gene block protein 3,65
YAI77347.1,PX317652.1,plant,coat protein,304
YAI77348.1,PX317652.1,plant,nucleic acid binding protein,108
YAI77337.1,PX317651.1,plant,RNA-dependent RNA polymerase,1975
YAI77338.1,PX317651.1,plant,triple gene block protein 1,243
YAI77339.1,PX317651.1,plant,triple gene block protein 2,108
YAI77340.1,PX317651.1,plant,triple gene block protein 3,66
YAI77341.1,PX317651.1,plant,coat protein,294
YAI77342.1,PX317651.1,plant,nucleic acid-binding protein,94
YAI77336.1,PX317650.1,plant,polyprotein,3065
YP_011810034.1,NC_103145.1,invertebrate,terminase small subunit,175
YP_011810035.1,NC_103145.1,invertebrate,terminase large subunit,534
YP_011810036.1,NC_103145.1,invertebrate,portal protein,438
YP_011810037.1,NC_103145.1,invertebrate,minor capsid protein,255
YP_011810038.1,NC_103145.1,invertebrate,scaffolding protein,376
YP_011810039.1,NC_103145.1,invertebrate,hypothetical protein,172
YP_011810040.1,NC_103145.1,invertebrate,major capsid protein,319
YP_011810041.1,NC_103145.1,invertebrate,hypothetical protein,103
YP_011810042.1,NC_103145.1,invertebrate,hypothetical protein,138
YP_011810043.1,NC_103145.1,invertebrate,hypothetical protein,125
YP_011810044.1,NC_103145.1,invertebrate,hypothetical protein,145
YP_011810045.1,NC_103145.1,invertebrate,minor tail protein,144
YP_011810046.1,NC_103145.1,invertebrate,major tail protein,230
YP_011810047.1,NC_103145.1,invertebrate,major tail protein,218
YP_011810048.1,NC_103145.1,invertebrate,tape measure chaperone,210
YP_011810049.1,NC_103145.1,invertebrate,tape measure chaperone,105
YP_011810050.1,NC_103145.1,invertebrate,tape measure protein,919
YP_011810051.1,NC_103145.1,invertebrate,minor tail protein,114
YP_011810052.1,NC_103145.1,invertebrate,minor tail protein,263
YP_011810053.1,NC_103145.1,invertebrate,minor tail protein,245
YP_011810054.1,NC_103145.1,invertebrate,minor tail protein,200
YP_011810055.1,NC_103145.1,invertebrate,central tail spike,1157
YP_011810056.1,NC_103145.1,invertebrate,hypothetical protein,318
YP_011810057.1,NC_103145.1,invertebrate,tail fiber protein,893
YP_011810058.1,NC_103145.1,invertebrate,ssDNA binding protein,154
YP_011810059.1,NC_103145.1,invertebrate,RecT-like ssDNA annealing protein,218
YP_011810060.1,NC_103145.1,invertebrate,exonuclease,348
YP_011810061.1,NC_103145.1,invertebrate,DNA primase,320
YP_011810062.1,NC_103145.1,invertebrate,hypothetical protein,133
YP_011810063.1,NC_103145.1,invertebrate,DNA helicase,678
YP_011810064.1,NC_103145.1,invertebrate,VRR-NUC domain-containing protein,135
YP_011810065.1,NC_103145.1,invertebrate,receptor blocking protein,75
YP_011810066.1,NC_103145.1,invertebrate,DNA adenine methyltransferase,246
YP_011810067.1,NC_103145.1,invertebrate,hypothetical protein,78
YP_011810068.1,NC_103145.1,invertebrate,hypothetical protein,78
YP_011810069.1,NC_103145.1,invertebrate,hypothetical protein,82
YP_011810070.1,NC_103145.1,invertebrate,putative nuclease,376
YP_011810071.1,NC_103145.1,invertebrate,polynucleotide kinase/phosphatase,163
YP_011810072.1,NC_103145.1,invertebrate,dNMP kinase,190
YP_011810073.1,NC_103145.1,invertebrate,holin class III,71
YP_011810074.1,NC_103145.1,invertebrate,SAR endolysin glycoside hydrolase,159
YP_011810075.1,NC_103145.1,invertebrate,hypothetical protein,141
YP_011810076.1,NC_103145.1,invertebrate,hypothetical protein,153
YP_011810077.1,NC_103145.1,invertebrate,putative DNA replication factor,522
YP_011810078.1,NC_103145.1,invertebrate,hypothetical protein,145
YP_011810079.1,NC_103145.1,invertebrate,hypothetical protein,60
YP_011810080.1,NC_103145.1,invertebrate,hypothetical protein,67
YP_011810081.1,NC_103145.1,invertebrate,C-5 cytosine DNA methylase,228
YP_011810082.1,NC_103145.1,invertebrate,hypothetical protein,79
YP_011810083.1,NC_103145.1,invertebrate,hypothetical protein,113
YP_011810084.1,NC_103145.1,invertebrate,hypothetical protein,75
YP_011810085.1,NC_103145.1,invertebrate,hypothetical protein,125
YP_011810086.1,NC_103145.1,invertebrate,hypothetical protein,79
YP_011810087.1,NC_103145.1,invertebrate,hypothetical protein,64
YP_011810088.1,NC_103145.1,invertebrate,hypothetical protein,93
YP_011810089.1,NC_103145.1,invertebrate,hypothetical protein,160
YP_011810090.1,NC_103145.1,invertebrate,hypothetical protein,91
YP_011810091.1,NC_103145.1,invertebrate,hypothetical protein,179
YP_011810092.1,NC_103145.1,invertebrate,hypothetical protein,101
YP_011810093.1,NC_103145.1,invertebrate,hypothetical protein,68
YP_011810094.1,NC_103145.1,invertebrate,hypothetical protein,71
YP_011810095.1,NC_103145.1,invertebrate,hypothetical protein,59
YP_011810096.1,NC_103145.1,invertebrate,hypothetical protein,111
YP_011810097.1,NC_103145.1,invertebrate,hypothetical protein,70
YP_011810098.1,NC_103145.1,invertebrate,hypothetical protein,78
YP_011810099.1,NC_103145.1,invertebrate,hypothetical protein,76
YP_011810100.1,NC_103145.1,invertebrate,hypothetical protein,68
YP_011810101.1,NC_103145.1,invertebrate,hypothetical protein,70
YP_011810102.1,NC_103145.1,invertebrate,hypothetical protein,106
YP_011810103.1,NC_103145.1,invertebrate,hypothetical protein,97
YP_011810104.1,NC_103145.1,invertebrate,hypothetical protein,116
YP_011810105.1,NC_103145.1,invertebrate,hypothetical protein,60
YP_011810106.1,NC_103145.1,invertebrate,hypothetical protein,61
YP_011810107.1,NC_103145.1,invertebrate,hypothetical protein,72
YP_011810108.1,NC_103145.1,invertebrate,hypothetical protein,162
YP_011810109.1,NC_103145.1,invertebrate,hypothetical protein,257
YP_011810110.1,NC_103145.1,invertebrate,hypothetical protein,90
YP_011810111.1,NC_103145.1,invertebrate,hypothetical protein,153
YP_011810112.1,NC_103145.1,invertebrate,hypothetical protein,74
YP_011810113.1,NC_103145.1,invertebrate,hypothetical protein,77
YP_011810114.1,NC_103145.1,invertebrate,hypothetical protein,65
YP_011810115.1,NC_103145.1,invertebrate,hypothetical protein,87
YDQ28604.1,PX926923.1,invertebrate,nonstructural polyprotein,1628
YDQ28605.1,PX926923.1,invertebrate,Structural polyprotein,817
YDR55053.1,PX782584.1,invertebrate,polyprotein,2894
YBO37122.1,PX394756.1,invertebrate,polyprotein,2893
YCU87812.1,PX628457.1,invertebrate,capsid protein,239
YCS47992.1,PX651953.1,invertebrate,nonstructural polyprotein,2470
YCS47993.1,PX651953.1,invertebrate,structural polyprotein,1248
YCQ75973.1,PX843246.1,invertebrate,hypothetical protein,101
YCQ75974.1,PX843246.1,invertebrate,hypothetical protein,160
YCQ75975.1,PX843246.1,invertebrate,hypothetical protein,72
YCQ75978.1,PX843246.1,invertebrate,hypothetical protein,51
YCQ75979.1,PX843246.1,invertebrate,hypothetical protein,87
YCQ75980.1,PX843246.1,invertebrate,hypothetical protein,88
YCQ75981.1,PX843246.1,invertebrate,hypothetical protein,55
YCQ75982.1,PX843246.1,invertebrate,hypothetical protein,81
YCQ75983.1,PX843246.1,invertebrate,hypothetical protein,98
YCQ75984.1,PX843246.1,invertebrate,hypothetical protein,72
YCQ75985.1,PX843246.1,invertebrate,hypothetical protein,72
YCQ75986.1,PX843246.1,invertebrate,hypothetical protein,274
YCQ75988.1,PX843246.1,invertebrate,hypothetical protein,320
YCQ75989.1,PX843246.1,invertebrate,hypothetical protein,319
YCQ75990.1,PX843246.1,invertebrate,ligase,266
YCQ75991.1,PX843246.1,invertebrate,hypothetical protein,189
YCQ75992.1,PX843246.1,invertebrate,hypothetical protein,391
YCQ75993.1,PX843246.1,invertebrate,glutamine phosphoribosylpyrophosphate,510
YCQ75994.1,PX843246.1,invertebrate,hypothetical protein,73
YCQ75995.1,PX843246.1,invertebrate,glutation synthetase,294
YCQ75996.1,PX843246.1,invertebrate,hypothetical protein,132
YCQ75997.1,PX843246.1,invertebrate,hypothetical protein,125
YCQ75998.1,PX843246.1,invertebrate,DNA primase/helicase,569
YCQ75999.1,PX843246.1,invertebrate,DNA polymerase,169
YCQ76000.1,PX843246.1,invertebrate,hypothetical protein,98
YCQ76001.1,PX843246.1,invertebrate,hypothetical protein,77
YCQ76002.1,PX843246.1,invertebrate,hypothetical protein,63
YCQ76003.1,PX843246.1,invertebrate,hypothetical protein,53
YCQ76004.1,PX843246.1,invertebrate,holin,94
YCQ76005.1,PX843246.1,invertebrate,hypothetical protein,169
YCQ76006.1,PX843246.1,invertebrate,hypothetical protein,65
YCQ76007.1,PX843246.1,invertebrate,DNA polymerase,545
YCQ76008.1,PX843246.1,invertebrate,hypothetical protein,186
YCQ76009.1,PX843246.1,invertebrate,dATP/dGTP diphosphohydrolase,167
YCQ76010.1,PX843246.1,invertebrate,hypothetical protein,94
YCQ76011.1,PX843246.1,invertebrate,exonuclease,294
YCQ76012.1,PX843246.1,invertebrate,hypothetical protein,327
YCQ76013.1,PX843246.1,invertebrate,hypothetical protein,79
YCQ76014.1,PX843246.1,invertebrate,metallo-dependent phosphatase,253
YCQ76015.1,PX843246.1,invertebrate,hypothetical protein,72
YCQ76016.1,PX843246.1,invertebrate,hypothetical protein,69
YCQ76017.1,PX843246.1,invertebrate,hypothetical protein,68
YCQ76018.1,PX843246.1,invertebrate,hypothetical protein,62
